,Abiotrophia,Acidaminococcus,Acinetobacter,Actinomyces,Adlercreutzia,Aggregatibacter,Akkermansia,Alistipes,Anaerofustis,Anaeroglobus,Anaerostipes,Anaerotruncus,Atopobium,Bacillus,Bacteroidales,Bacteroides,Barnesiella,Bifidobacterium,Bilophila,Blautia,Burkholderiales,Butyricicoccus,Butyricimonas,Butyrivibrio,Campylobacter,Candidatus,Cetobacterium,Citrobacter,Clostridiaceae,Clostridiales,Clostridium,Collinsella,Coprobacillus,Coprobacter,Coprococcus,Corynebacterium,Desulfovibrio,Dialister,Dielma,Dolosigranulum,Dorea,Dysgonomonas,Eggerthella,Eikenella,Enorma,Enterobacter,Enterococcus,Erysipelatoclostridium,Erysipelotrichaceae,Escherichia,Eubacterium,Faecalibacterium,Finegoldia,Flavonifractor,Fusobacterium,Gemella,Gordonia,Gordonibacter,Granulicatella,Haemophilus,Hafnia,Holdemania,Intestinibacter,Intestinimonas,Klebsiella,Lachnoanaerobaculum,Lachnospira,Lachnospiraceae,Lactobacillus,Lactococcus,Lautropia,Lelliottia,Leuconostoc,Megamonas,Megasphaera,Mobiluncus,Morganella,Negativicoccus,Neisseria,Odoribacter,Olsenella,Oribacterium,Oscillibacter,Oscillospiraceae,Oxalobacter,Parabacteroides,Parasutterella,Parvimonas,Pediococcus,Peptoclostridium,Peptostreptococcus,Phascolarctobacterium,Porphyromonas,Prevotella,Propionibacterium,Proteus,Providencia,Pseudoflavonifractor,Pseudomonas,Ralstonia,Raoultella,Robinsoniella,Roseburia,Rothia,Ruminococcaceae,Ruminococcus,Salmonella,Senegalimassilia,Slackia,Solobacterium,Staphylococcus,Stenotrophomonas,Stomatobaculum,Streptococcus,Subdoligranulum,Sutterella,Tannerella,Turicibacter,Tyzzerella,Veillonella
Control_6_21_month,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150094.8,0.0,97376.85,0.0,12404.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,886.48,0.0,13327.84,5678.56,395.51,6527.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.47,0.0,25967.96,0.0,0.0,16865.57,2060.17,1214.65,14484.13,661.36,0.0,4559.3,0.0,887.2,0.0,0.0,0.0,503.96,0.0,0.0,0.0,0.0,0.0,0.0,12273.88,0.0,0.0,986.94,11038.8,0.0,0.0,798.4,0.0,7236.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1238.36,0.0,0.0,0.0,9188.31,0.0,0.0,12216.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1820.44,0.0,0.0,14644.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25953.77,0.0,0.0,0.0,0.0,8565.92,0.0
Control_6_24_month,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5693.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106724.9,0.0,116831.41,0.0,12422.35,0.0,125.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,944.74,10421.62,431.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.13,0.0,20190.0,0.0,0.0,0.0,0.0,0.0,0.0,396.48,11875.71,10588.72,0.0,351.1,0.0,0.0,0.0,522.67,0.0,1385.99,0.0,0.0,7600.4,0.0,0.0,0.0,0.0,1464.64,3594.86,0.0,0.0,0.0,0.0,8356.380000000001,3516.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,843.1,0.0,0.0,0.0,6287.83,0.0,0.0,1269.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17284.23,0.0,0.0,23020.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18025.35,0.0,0.0,0.0,0.0,960.89,0.0
Case_7_7-10_day,0.0,0.0,0.0,0.0,177.04,0.0,113.37,10964.84,0.0,0.0,11637.15,175.65,0.0,0.0,0.0,65513.23,0.0,20581.71,1212.11,20993.67,295.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10348.97,4444.45,4089.62,7093.070000000001,0.0,4051.87,0.0,0.0,6062.34,0.0,0.0,24741.04,0.0,0.0,0.0,0.0,0.0,441.04,1902.82,0.0,3302.59,31151.56,15667.66,0.0,2320.1,0.0,0.0,0.0,0.0,0.0,344.44,0.0,178.03,2621.01,0.0,115.43,0.0,0.0,6426.38,106.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4601.41,362.24,0.0,10121.4,113.39,0.0,0.0,125.14,0.0,0.0,83.76,4196.06,0.0,0.0,0.0,97.28,0.0,0.0,0.0,0.0,3742.51,0.0,0.0,40665.06,0.0,0.0,1235.22,0.0,16562.82,0.0,0.0,491.37,6347.83,0.0,0.0,0.0,182.54,467.19000000000005
Case_7_3_month,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27568.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13578.38,10838.53,0.0,6765.81,0.0,0.0,0.0,0.0,274.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1981.52,5769.66,3293.79,0.0,374.54,0.0,2384.75,0.0,0.0,0.0,0.0,0.0,4812.5,0.0,0.0,0.0,0.0,4163.2,0.0,0.0,1128.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7366.8,0.0,0.0,0.0,2188.51,19438.53
Case_7_4-6_month,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80172.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4191.5,9433.84,4864.79,0.0,3479.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13515.93,0.0,0.0,0.0,3111.68,1195.09,3755.19,3293.06,0.0,94.85,0.0,1268.06,0.0,0.0,0.0,0.0,0.0,4086.25,0.0,0.0,0.0,0.0,18241.14,0.0,0.0,3920.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4771.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.78,0.0,0.0,113.57,0.0,0.0,0.0,0.0,0.0,0.0,1587.3,7259.32,0.0,0.0,0.0,0.0,0.0
Case_7_9_month,0.0,0.0,0.0,0.0,0.0,0.0,368.78,0.0,0.0,0.0,6493.16,0.0,0.0,0.0,0.0,0.0,0.0,233061.28,0.0,11728.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,508.48,4195.44,15655.28,17751.7,0.0,8875.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25572.210000000003,0.0,0.0,0.0,1966.48,5887.65,17105.97,4116.28,0.0,86.58,0.0,341.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13708.48,0.0,126.86,0.0,0.0,4240.09,159.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10442.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12944.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26723.2,1694.33,0.0,0.0,0.0,4198.17,0.0
Case_7_12_month,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1077.54,0.0,137931.58,0.0,11763.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4194.91,18358.66,19444.91,0.0,10850.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21664.04,0.0,0.0,0.0,5911.879999999999,5131.26,5118.16,2494.42,86.39,92.15,0.0,357.68,0.0,0.0,0.0,0.0,0.0,5559.11,0.0,0.0,13276.47,0.0,0.0,0.0,0.0,3975.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7787.27,0.0,0.0,0.0,2031.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8025.01,0.0,0.0,12943.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1917.69,4666.71,0.0,0.0,0.0,8258.67,1354.29
Case_7_15_month,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88882.53,0.0,47939.27,0.0,3833.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1041.59,10617.55,10427.53,0.0,5015.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9619.57,0.0,0.0,0.0,0.0,2283.7,9130.04,0.0,84.99,0.0,0.0,1433.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1477.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4444.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4312.53,0.0,0.0,5357.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4748.39,6875.77,0.0,0.0,0.0,8250.53,0.0
Case_7_18_month,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6290.48,0.0,0.0,0.0,0.0,87583.02,0.0,129237.81,0.0,9877.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,563.11,13635.51,11478.41,0.0,11227.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26112.72,0.0,0.0,0.0,1298.58,2169.89,16663.45,3055.03,3519.04,5284.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8278.94,0.0,0.0,0.0,0.0,8585.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13374.86,0.0,0.0,0.0,0.0,0.0,0.0,113.45,0.0,0.0,0.0,0.0,0.0,9965.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1709.8000000000002,0.0,0.0,16474.65,1311.4,0.0,0.0,0.0,0.0,0.0,0.0,3951.37,6895.23,0.0,0.0,0.0,6931.97,0.0
Case_7_21_month,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5521.51,0.0,0.0,0.0,0.0,87755.57,0.0,25124.15,0.0,5926.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1472.81,5193.320000000001,23177.09,0.0,85.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,397.99,2153.85,6254.15,0.0,262.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5604.13,0.0,0.0,0.0,0.0,7031.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14050.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1043.0500000000002,110.96,0.0,0.0,0.0,8600.56,2839.26
Case_7_24_month,0.0,0.0,0.0,0.0,0.0,0.0,170.96,0.0,0.0,0.0,6140.04,0.0,0.0,0.0,0.0,87603.35,0.0,91599.98,0.0,12602.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2909.02,410.25,12373.11,2763.83,0.0,10618.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8001.15,0.0,0.0,0.0,128.34,1201.95,507.85,3335.23,2638.22,7094.08,0.0,304.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,909.03,0.0,0.0,0.0,0.0,7499.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.4,172.09,0.0,0.0,0.0,0.0,0.0,2528.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13991.65,0.0,0.0,27726.49,962.15,0.0,0.0,0.0,0.0,0.0,0.0,134.45,4449.74,0.0,0.0,0.0,8333.46,0.0
Case_7_27_month,0.0,0.0,0.0,0.0,0.0,0.0,484.2,0.0,0.0,0.0,8343.189999999999,0.0,0.0,0.0,0.0,87537.87,0.0,108313.02,0.0,13125.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8639.49,1347.56,22487.97,6024.049999999999,0.0,20634.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18657.99,0.0,0.0,0.0,229.84,1767.06,2957.67,3796.67,6552.61,7567.81,0.0,358.95,0.0,0.0,0.0,0.0,0.0,122.15,0.0,0.0,2663.1,0.0,0.0,0.0,0.0,9784.98,0.0,78.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,533.6500000000001,755.82,0.0,0.0,0.0,0.0,0.0,6328.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15081.73,0.0,0.0,32575.85,1313.56,0.0,0.0,0.0,0.0,0.0,0.0,801.08,6902.92,0.0,0.0,0.0,8876.0,2706.93
Case_7_30_month,0.0,0.0,0.0,0.0,0.0,0.0,1785.5300000000002,40857.13,0.0,0.0,8448.01,0.0,0.0,0.0,8224.17,247270.77,7768.28,251448.34,530.19,12830.27,1200.47,0.0,167.78,79.0,0.0,5952.28,0.0,0.0,0.0,17431.62,8472.279999999999,0.0,11216.51,0.0,650.06,0.0,0.0,306.77,0.0,0.0,1988.66,0.0,7197.42,0.0,0.0,0.0,8224.890000000001,1979.82,709.0699999999999,1343.28,28631.89,9344.69,0.0,601.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1842.2,710.02,0.0,0.0,0.0,7903.69,114.06,95.11,0.0,0.0,0.0,0.0,0.0,103.76,0.0,0.0,0.0,6379.35,0.0,0.0,352.01,108.52,0.0,23103.41,1447.98,0.0,0.0,2078.52,0.0,0.0,2077.5,2140.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2221.9700000000003,0.0,86.63,26492.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15345.43,142.86,0.0,0.0,0.0,4608.98,75.72
Control_7_7-10_day,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2311.2,0.0,0.0,466.05,0.0,0.0,0.0,0.0,70979.91,0.0,167519.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1446.64,179.8,5143.58,2956.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1139.89,0.0,0.0,0.0,2121.26,0.0,0.0,3508.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1889.48,0.0,0.0,552.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3231.9,0.0,0.0,0.0,0.0,4898.950000000001,0.0,0.0,0.0,0.0,275.28,0.0,0.0,9633.25,0.0,0.0,0.0,0.0,2377.6,21591.4
Control_7_3_month,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12436.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1747.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6765.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27918.55,0.0,0.0,0.0,0.0,0.0,24428.9
Control_7_4-6_month,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11315.42,0.0,63074.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,545.95,226.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3704.32,0.0,0.0,0.0,2995.05,0.0,0.0,1461.6,0.0,0.0,0.0,723.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3302.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,718.89,0.0,0.0,0.0,0.0,0.0,0.0
Control_7_9_month,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83465.17,0.0,148100.23,0.0,0.0,593.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1742.43,3173.03,1000.63,1521.0800000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25108.22,0.0,0.0,0.0,0.0,0.0,332.92,0.0,0.0,5911.63,0.0,1003.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.14,0.0,0.0,0.0,0.0,2575.5,0.0,83.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625.35,0.0,0.0,8631.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.95,0.0,0.0,4928.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8617.49,0.0
Control_7_12_month,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6042.65,0.0,0.0,0.0,0.0,33834.73,0.0,218507.02,0.0,12467.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5808.84,2514.95,2935.7,10268.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6199.31,0.0,0.0,0.0,0.0,1335.82,0.0,2217.31,0.0,6026.1,0.0,861.35,0.0,0.0,0.0,0.0,0.0,5302.75,0.0,0.0,0.0,0.0,612.27,0.0,0.0,5233.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1971.96,0.0,0.0,0.0,0.0,118.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12408.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15505.56,0.0,0.0,0.0,0.0,4112.19,4044.87
Control_7_15_month,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83498.91,0.0,950.03,0.0,5109.6,641.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,472.73,2018.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.08,5723.18,0.0,979.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,815.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,699.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.01,0.0,0.0,2590.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2029.81,0.0
Control_7_18_month,0.0,0.0,0.0,0.0,0.0,0.0,5767.12,0.0,0.0,0.0,1779.59,0.0,0.0,0.0,0.0,146205.46,0.0,10636.17,0.0,11917.69,1790.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,362.14,4721.56,5549.91,0.0,498.13,0.0,0.0,0.0,0.0,971.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.98,504.34,1201.2,6186.53,0.0,814.59,0.0,0.0,0.0,0.0,0.0,727.38,0.0,0.0,0.0,916.34,0.0,0.0,0.0,3644.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2361.83,0.0,0.0,113.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22768.85,0.0,0.0,16727.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1011.87,118.94,0.0,0.0,0.0,7175.1,7676.91
Control_7_21_month,0.0,0.0,0.0,0.0,207.14,0.0,976.89,0.0,0.0,0.0,11329.94,528.01,0.0,0.0,0.0,132183.33,0.0,107197.09,0.0,13012.96,759.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,765.37,15170.86,4657.75,6081.27,20162.47,0.0,0.0,0.0,0.0,5716.36,0.0,0.0,4953.3,0.0,451.67,0.0,0.0,0.0,35451.15,5276.28,0.0,3664.49,4600.57,6027.08,0.0,809.05,0.0,0.0,0.0,0.0,0.0,1131.29,0.0,220.33,747.0699999999999,7050.91,0.0,0.0,0.0,7585.74,0.0,88.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2321.93,1079.36,0.0,0.0,941.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16345.37,0.0,0.0,23546.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2442.53,1087.02,0.0,0.0,0.0,266.94,1367.83
Control_7_24_month,0.0,0.0,0.0,0.0,0.0,0.0,6327.02,0.0,0.0,0.0,1169.36,900.44,0.0,0.0,0.0,176494.34,0.0,18243.71,0.0,6293.85,681.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.91,5021.27,2283.78,708.9300000000001,443.1,0.0,808.57,0.0,0.0,0.0,0.0,0.0,112.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3302.62,21784.06,5724.83,0.0,974.96,0.0,0.0,0.0,0.0,0.0,82.68,0.0,130.78,0.0,0.0,0.0,0.0,0.0,1603.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2952.4300000000003,1616.83,0.0,20703.08,808.59,0.0,0.0,0.0,722.9000000000001,7286.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8104.59,0.0,0.0,15622.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control_7_27_month,0.0,0.0,0.0,0.0,233.31,0.0,6341.35,0.0,0.0,0.0,3329.81,1125.27,0.0,0.0,0.0,189689.66,0.0,95657.54,1525.74,12964.38,2396.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.56,18258.61,9961.94,5840.07,0.0,0.0,3854.19,0.0,0.0,0.0,0.0,0.0,4409.070000000001,0.0,80.79,0.0,0.0,0.0,626.53,0.0,0.0,1406.19,20188.87,11950.29,0.0,907.52,0.0,0.0,0.0,0.0,0.0,86.94,0.0,530.95,1907.4,385.03,0.0,0.0,0.0,4721.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6073.26,3712.5,0.0,20489.86,3083.82,0.0,0.0,0.0,0.0,7877.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22314.84,0.0,0.0,20792.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3127.28,4881.47,0.0,0.0,0.0,233.96,0.0
Control_7_30_month,0.0,0.0,0.0,0.0,190.76,0.0,6348.47,0.0,0.0,0.0,2887.82,998.41,0.0,0.0,0.0,189759.22,0.0,92731.07,1260.16,12603.53,2336.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16529.57,8852.81,5438.81,0.0,0.0,3421.53,0.0,0.0,0.0,0.0,0.0,3679.1,0.0,0.0,0.0,0.0,0.0,465.63,0.0,0.0,527.01,19628.26,11654.93,0.0,756.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435.57,1523.33,325.08,0.0,0.0,0.0,3932.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6005.08,3580.43,0.0,20481.12,2961.66,0.0,0.0,0.0,0.0,7401.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21984.04,0.0,0.0,19874.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3213.69,4468.65,0.0,0.0,0.0,222.43,0.0
Case_8_3_month,0.0,0.0,0.0,6994.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,778.8100000000001,0.0,0.0,2211.29,0.0,207238.82,0.0,2800.42,0.0,0.0,0.0,0.0,0.0,86.26,0.0,1606.96,0.0,11108.29,13797.74,0.0,0.0,0.0,0.0,225.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12918.02,19941.95,0.0,0.0,6033.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,503.23,0.0,0.0,0.0,0.0,0.0,1999.94,0.0,0.0,3257.75,8770.83,0.0,0.0,0.0,0.0,0.0,181.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.23,125.25,6780.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1078.89,0.0,4814.360000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25463.68,0.0,0.0,0.0,0.0,2113.41,27258.29
